"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","St. John's, Newfoundland and Labrador [10001]","2021A003510001","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321085","5.2","23.5","","","","1"
"2016","Prince Edward Island [11]","2021A000211","Number of cybercrime incidents","Number","223","units","0","v116321086","6.1","113","","","","0"
"2016","Prince Edward Island [11]","2021A000211","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321087","6.2","77.1","","","","1"
"2016","Nova Scotia [12]","2021A000212","Number of cybercrime incidents","Number","223","units","0","v116321088","7.1","1304","","","","0"
"2016","Nova Scotia [12]","2021A000212","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321089","7.2","138.3","","","","1"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Number of cybercrime incidents","Number","223","units","0","v116321090","8.1","515","","","","0"
"2016","Halifax, Nova Scotia [12205]","2021A003512205","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321091","8.2","124.3","","","","1"
"2016","New Brunswick [13]","2021A000213","Number of cybercrime incidents","Number","223","units","0","v116321092","9.1","576","","","","0"
"2016","New Brunswick [13]","2021A000213","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321093","9.2","82.9","","","","1"
"2016","Moncton, New Brunswick [13305]","2021A003513305","Number of cybercrime incidents","Number","223","units","0","v116321094","10.1","97","","","","0"
"2016","Moncton, New Brunswick [13305]","2021A003513305","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321095","10.2","61.5","","","","1"
"2016","Saint John, New Brunswick [13310]","2021A003513310","Number of cybercrime incidents","Number","223","units","0","v116321096","11.1","","..","","","0"
"2016","Saint John, New Brunswick [13310]","2021A003513310","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321097","11.2","","..","","","1"
"2016","Fredericton, New Brunswick [13320]","2021A003513320","Number of cybercrime incidents","Number","223","units","0","v1593158550","53.1","","..","","","0"
"2016","Fredericton, New Brunswick [13320]","2021A003513320","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158551","53.2","","..","","","1"
"2016","Quebec [24]","2021A000224","Number of cybercrime incidents","Number","223","units","0","v116321098","12.1","3081","","","","0"
"2016","Quebec [24]","2021A000224","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321099","12.2","37.7","","","","1"
"2016","Saguenay, Quebec [24408]","2021A003524408","Number of cybercrime incidents","Number","223","units","0","v116321106","16.1","52","","","","0"
"2016","Saguenay, Quebec [24408]","2021A003524408","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321107","16.2","30.9","","","","1"
"2016","Québec, Quebec [24421]","2021A003524421","Number of cybercrime incidents","Number","223","units","0","v116321104","15.1","523","","","","0"
"2016","Québec, Quebec [24421]","2021A003524421","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321105","15.2","65.6","","","","1"
"2016","Sherbrooke, Quebec [24433]","2021A003524433","Number of cybercrime incidents","Number","223","units","0","v116321108","17.1","133","","","","0"
"2016","Sherbrooke, Quebec [24433]","2021A003524433","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321109","17.2","67.3","","","","1"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Number of cybercrime incidents","Number","223","units","0","v116321110","18.1","47","","","","0"
"2016","Trois-Rivières, Quebec [24442]","2021A003524442","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321111","18.2","30.3","","","","1"
"2016","Drummondville, Quebec [24447]","2021A003524447","Number of cybercrime incidents","Number","223","units","0","v1593158552","54.1","","..","","","0"
"2016","Drummondville, Quebec [24447]","2021A003524447","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1593158553","54.2","","..","","","1"
"2016","Montréal, Quebec [24462]","2021A003524462","Number of cybercrime incidents","Number","223","units","0","v116321102","14.1","1115","","","","0"
"2016","Montréal, Quebec [24462]","2021A003524462","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321103","14.2","27.1","","","","1"
"2016","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Number of cybercrime incidents","Number","223","units","0","v116321100","13.1","292","","","","0"
"2016","Ottawa-Gatineau, Quebec part [24505]","2021A003524505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321101","13.2","89.0","","","","1"
"2016","Ontario [35]","2021A000235","Number of cybercrime incidents","Number","223","units","0","v116321112","19.1","8189","","","","0"
"2016","Ontario [35]","2021A000235","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321113","19.2","70.8","","","","1"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Number of cybercrime incidents","Number","223","units","0","v116321130","28.1","706","","","","0"
"2016","Ottawa-Gatineau, Ontario part [35505]","2021A003535505","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321131","28.2","73.2","","","","1"
"2016","Kingston, Ontario [35521]","2021A003535521","Number of cybercrime incidents","Number","223","units","0","v116321124","25.1","79","","","","0"
"2016","Kingston, Ontario [35521]","2021A003535521","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321125","25.2","61.9","","","","1"
"2016","Belleville-Quinte West, Ontario [35522]","2021A003535522","Number of cybercrime incidents","Number","223","units","0","v1066363730","50.1","47","","","","0"
"2016","Belleville-Quinte West, Ontario [35522]","2021A003535522","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v1066363731","50.2","90.1","","","","1"
"2016","Peterborough, Ontario [35529]","2021A003535529","Number of cybercrime incidents","Number","223","units","0","v116321132","29.1","123","","","","0"
"2016","Peterborough, Ontario [35529]","2021A003535529","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321133","29.2","129.5","","","","1"
"2016","Toronto, Ontario [35535]","2021A003535535","Number of cybercrime incidents","Number","223","units","0","v116321138","32.1","2566","","","","0"
"2016","Toronto, Ontario [35535]","2021A003535535","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321139","32.2","47.9","","","","1"
"2016","Hamilton, Ontario [35537]","2021A003535537","Number of cybercrime incidents","Number","223","units","0","v116321122","24.1","380","","","","0"
"2016","Hamilton, Ontario [35537]","2021A003535537","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321123","24.2","68.6","","","","1"
"2016","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Number of cybercrime incidents","Number","223","units","0","v116321134","30.1","469","","","","0"
"2016","St. Catharines-Niagara, Ontario [35539]","2021A003535539","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321135","30.2","101.8","","","","1"
"2016","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Number of cybercrime incidents","Number","223","units","0","v116321126","26.1","697","","","","0"
"2016","Kitchener-Cambridge-Waterloo, Ontario [35541]","2021A003535541","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321127","26.2","126.0","","","","1"
"2016","Brantford, Ontario [35543]","2021A003535543","Number of cybercrime incidents","Number","223","units","0","v116321116","21.1","295","","","","0"
"2016","Brantford, Ontario [35543]","2021A003535543","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321117","21.2","290.6","","","","1"
"2016","Guelph, Ontario [35550]","2021A003535550","Number of cybercrime incidents","Number","223","units","0","v116321120","23.1","236","","","","0"
"2016","Guelph, Ontario [35550]","2021A003535550","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321121","23.2","172.8","","","","1"
"2016","London, Ontario [35555]","2021A003535555","Number of cybercrime incidents","Number","223","units","0","v116321128","27.1","383","","","","0"
"2016","London, Ontario [35555]","2021A003535555","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321129","27.2","83.6","","","","1"
"2016","Windsor, Ontario [35559]","2021A003535559","Number of cybercrime incidents","Number","223","units","0","v116321140","33.1","107","","","","0"
"2016","Windsor, Ontario [35559]","2021A003535559","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321141","33.2","43.4","","","","1"
"2016","Barrie, Ontario [35568]","2021A003535568","Number of cybercrime incidents","Number","223","units","0","v116321114","20.1","95","","","","0"
"2016","Barrie, Ontario [35568]","2021A003535568","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321115","20.2","43.0","","","","1"
"2016","Greater Sudbury, Ontario [35580]","2021A003535580","Number of cybercrime incidents","Number","223","units","0","v116321118","22.1","382","","","","0"
"2016","Greater Sudbury, Ontario [35580]","2021A003535580","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321119","22.2","230.0","","","","1"
"2016","Thunder Bay, Ontario [35595]","2021A003535595","Number of cybercrime incidents","Number","223","units","0","v116321136","31.1","111","","","","0"
"2016","Thunder Bay, Ontario [35595]","2021A003535595","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321137","31.2","94.9","","","","1"
"2016","Manitoba [46]","2021A000246","Number of cybercrime incidents","Number","223","units","0","v116321142","34.1","565","","","","0"
"2016","Manitoba [46]","2021A000246","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321143","34.2","44.0","","","","1"
"2016","Winnipeg, Manitoba [46602]","2021A003546602","Number of cybercrime incidents","Number","223","units","0","v116321144","35.1","321","","","","0"
"2016","Winnipeg, Manitoba [46602]","2021A003546602","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321145","35.2","40.7","","","","1"
"2016","Saskatchewan [47]","2021A000247","Number of cybercrime incidents","Number","223","units","0","v116321146","36.1","872","","","","0"
"2016","Saskatchewan [47]","2021A000247","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321147","36.2","77.8","","","","1"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Number of cybercrime incidents","Number","223","units","0","v116321148","37.1","110","","","","0"
"2016","Regina, Saskatchewan [47705]","2021A003547705","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321149","37.2","44.4","","","","1"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Number of cybercrime incidents","Number","223","units","0","v116321150","38.1","193","","","","0"
"2016","Saskatoon, Saskatchewan [47725]","2021A003547725","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321151","38.2","61.8","","","","1"
"2016","Alberta [48]","2021A000248","Number of cybercrime incidents","Number","223","units","0","v116321152","39.1","2891","","","","0"
"2016","Alberta [48]","2021A000248","Rate per 100,000 population","Rate per 100,000 population","265","units","0","v116321153","39.2","98.7","","","","1"
